OBJECTID,Tract_1,CIscore,HazScore,HealthScor,SVscore,CCVscore,Shape__Are,Shape__Len
781,6037570100,13,4,3,2,4,1680936.812500000000000,5399.711881617199651
782,6037570002,6,1,2,1,2,1129437.476562500000000,4268.889991567390098
783,6037650603,6,2,2,1,1,1854475.757812500000000,5924.381922777680302
784,6037650702,5,1,2,1,1,2031561.050781250000000,6041.544181857249896
785,6037650800,7,2,2,2,1,1876636.230468750000000,5775.630456589479763
786,6037650701,6,1,2,2,1,2916660.996093750000000,6853.423144804530239
787,6037670001,9,4,2,2,1,1357834.738281250000000,6078.560670532649965
788,6037651221,9,2,2,2,3,1012349.617187500000000,4177.059796209739943
789,6037650902,8,3,2,2,1,2879217.921875000000000,7529.479512426780275
790,6037651201,4,1,1,1,1,2539057.050781250000000,6354.083136984710109
791,6037294301,10,3,3,3,1,1036021.789062500000000,4285.297558724820192
792,6037293307,14,5,2,4,3,493484.046875000000000,3361.720730206170174
793,6037278102,6,2,2,1,1,2634987.878906250000000,10291.050889592999738
794,6037980009,0,1,2,0,1,31122954.089843798428774,29728.475820449799357
795,6037980008,15,3,2,5,5,4943911.273437500000000,12477.260387576499852
796,6037980007,0,0,1,0,4,3918352.000000000000000,8834.144865276559358
797,6037980006,0,0,2,0,3,4895517.554687500000000,14092.337813346299299
798,6037980005,0,0,4,0,1,5892385.871093750000000,11617.318412900500334
799,6037194402,11,3,4,1,3,861027.585937500000000,5307.323975218019768
800,6037194401,14,4,4,2,4,677766.765625000000000,3585.287999424209829
801,6037194102,6,1,3,1,1,5121609.878906250000000,13887.051970878799693
802,6037192002,9,3,3,1,2,1253585.117187500000000,4711.680220252489562
803,6037191902,14,5,4,1,4,1061426.222656250000000,4258.442006661310188
804,6037191901,15,4,5,2,4,1128282.378906250000000,4366.356924327170418
805,6037191302,18,5,5,3,5,617805.734375000000000,3447.756192779870162
806,6037191301,18,5,5,3,5,396886.226562500000000,3142.177900911370216
807,6037190802,18,5,5,3,5,711561.390625000000000,3409.916791718750119
808,6037189905,14,3,5,2,4,377762.843750000000000,2572.060965258150190
809,6037189202,9,2,3,1,3,1508040.988281250000000,6366.082437293280236
810,6037189102,11,2,4,1,4,914190.691406250000000,4421.124076378289828
811,6037189101,14,3,4,2,5,577913.406250000000000,3043.451755431290167
812,6037188202,7,1,3,1,2,1108671.785156250000000,4325.830916790880110
813,6037270200,14,5,5,2,2,1107080.945312500000000,5265.713309631430093
814,6037270300,13,5,4,2,2,1430728.011718750000000,5022.937334256070244
815,6037271100,10,4,4,1,1,1171571.265625000000000,5200.887841433120229
816,6037141500,6,2,2,1,1,4878625.609375000000000,11636.792520642500676
817,6037271400,8,3,3,1,1,1672856.015625000000000,5335.000865963829710
818,6037271600,10,3,4,2,1,1307153.546875000000000,4615.681923772180198
819,6037271500,8,3,3,1,1,1326816.562500000000000,4802.259887097269711
820,6037271300,11,4,4,2,1,2131409.300781250000000,7101.303723303550214
821,6037271200,12,5,4,1,2,773260.656250000000000,5017.755551314069635
822,6037271701,9,3,4,1,1,1459224.445312500000000,5080.953871765569602
823,6037271801,11,3,4,2,2,705820.398437500000000,3544.817985104899890
824,6037271702,11,4,4,2,1,1030814.816406250000000,4911.471070043529835
825,6037464200,8,1,2,1,4,5135363.964843750000000,10432.469581740899230
826,6037139502,8,2,2,2,2,1528670.675781250000000,6246.954284644139989
827,6037530204,16,3,5,5,3,974406.125000000000000,4270.110848187059673
828,6037530004,12,1,5,4,2,1904508.230468750000000,9509.204899152950020
829,6037530202,15,3,5,3,4,2628191.183593750000000,7769.451233385379965
830,6037530203,15,2,5,4,4,1080361.484375000000000,5288.232652492790294
831,6037432601,13,2,3,4,4,2065483.820312500000000,6377.004577798180435
832,6037431300,9,4,1,2,2,1196515.050781250000000,5281.033742079360309
833,6037432802,19,5,4,5,5,865323.011718750000000,4333.506380597869793
834,6037433401,17,4,4,5,4,739405.222656250000000,3738.301018018630202
835,6037433901,17,4,4,5,4,1053925.878906250000000,4140.724078731220288
836,6037134303,9,2,2,2,3,2300018.195312500000000,6307.244097313820021
837,6037433602,18,4,4,5,5,1409990.871093750000000,5983.261583725439777
838,6037434001,18,4,5,5,4,1610191.960937500000000,6049.684807473389810
839,6037433403,18,5,3,5,5,1032995.648437500000000,4390.368610831949809
840,6037133000,10,2,3,3,2,1470810.078125000000000,5224.888172951259548
841,6037132700,13,5,1,3,4,1932131.343750000000000,5783.857677474609773
842,6037131900,6,1,2,1,2,1932178.792968750000000,5875.759345509720333
843,6037133100,14,5,1,3,5,2221758.933593750000000,6248.790909410919994
844,6037134101,8,3,1,3,1,1562298.957031250000000,5157.208123166609766
845,6037134103,8,2,1,3,2,1535946.109375000000000,6423.864021430849789
846,6037131300,8,1,1,3,3,1639007.949218750000000,5316.338784934209798
847,6037134201,11,5,1,3,2,2153558.718750000000000,6068.611061736560259
848,6037131100,9,4,1,1,3,1614707.523437500000000,5234.007071985650327
849,6037131010,11,3,1,3,4,1559425.074218750000000,5378.922007840110382
850,6037134304,11,2,2,3,4,1496048.355468750000000,5011.351923107429684
851,6037134302,6,1,1,1,3,1922506.289062500000000,5631.922495461850303
852,6037134305,14,4,1,4,5,523509.812500000000000,2986.483064093620214
853,6037134422,6,1,2,1,2,3446871.652343750000000,9438.490188832389322
854,6037703002,10,3,4,1,2,4740245.835937500000000,10298.056456872400304
855,6037231300,14,2,4,5,3,959626.886718750000000,3918.562064543929864
856,6037228710,17,3,5,4,5,591194.703125000000000,3410.859588548460124
857,6037228720,17,3,5,5,4,590194.628906250000000,3406.425997305850160
858,6037229100,19,5,5,5,4,692684.843750000000000,3366.810991634590209
859,6037229300,16,3,4,5,4,733563.652343750000000,3512.778004129239889
860,6037229410,18,4,5,5,4,791095.582031250000000,3572.234199995829840
861,6037229420,18,4,5,5,4,852653.800781250000000,3698.985501938539983
862,6037231800,19,5,5,5,4,759395.019531250000000,3510.574785825589970
863,6037231100,19,5,5,5,4,1295255.976562500000000,4753.335667435670075
864,6037231900,18,4,5,5,4,823674.078125000000000,3714.654736094039890
865,6037231210,16,3,4,5,4,468851.785156250000000,2918.075018944939984
866,6037231720,19,4,5,5,5,683778.515625000000000,3358.521699758429804
867,6037232400,13,2,3,5,3,1623787.589843750000000,5119.125351931389559
868,6037232300,14,4,3,4,3,916914.703125000000000,4247.321042200510419
869,6037232200,14,4,3,4,3,762649.242187500000000,3996.855454487209954
870,6037232110,18,5,4,5,4,553054.769531250000000,3237.754974297210083
871,6037125320,18,5,4,4,5,929399.667968750000000,4839.456947428439889
872,6037277200,13,5,4,3,1,1518655.730468750000000,5572.411654669819654
873,6037291110,14,4,4,4,2,1031836.691406250000000,4249.017021557569933
874,6037703001,7,2,3,1,1,6921222.750000000000000,15726.003275294799096
875,6037231600,17,4,4,5,4,1392304.023437500000000,4819.069994291649891
876,6037291120,15,4,4,5,2,1017616.625000000000000,4037.679570244230035
877,6037125310,16,5,3,3,5,1542260.191406250000000,7088.237178420279633
878,6037291130,15,5,5,3,2,1884350.082031250000000,5823.486233695110059
879,6037124600,8,1,4,1,2,1636980.777343750000000,5273.458772923720062
880,6037540400,19,5,5,5,4,491705.726562500000000,3044.131534884390021
881,6037535607,15,5,4,5,1,1370845.640625000000000,5312.686460533879654
882,6037124000,9,1,3,2,3,1972070.269531250000000,6153.123189680680298
883,6037532700,16,3,5,5,3,1128259.050781250000000,5013.625807544810414
884,6037540502,17,4,4,5,4,871562.929687500000000,4084.241884727100114
885,6037540202,16,3,4,5,4,1102708.457031250000000,4606.828178986350395
886,6037540501,17,5,5,4,3,2116086.347656250000000,6995.343926156529960
887,6037540201,16,3,4,5,4,381343.597656250000000,3801.913321897619880
888,6037532400,16,5,5,2,4,18861501.750000000000000,25356.534906693501398
889,6037402801,18,5,4,5,4,2626762.429687500000000,8079.552488101910058
890,6037402502,13,1,4,5,3,2149142.347656250000000,6662.126009595719552
891,6037402402,12,3,5,3,1,7811908.328125000000000,16087.698095079500490
892,6037402403,14,4,5,3,2,2967141.882812500000000,11737.552837428100247
893,6037402902,13,2,5,4,2,2680488.433593750000000,7634.029530782489928
894,6037402404,11,4,5,1,1,6132975.750000000000000,13662.885155489699173
895,6037403303,11,4,5,1,1,6502222.500000000000000,12798.100466637000864
896,6037403000,13,2,5,4,2,3533258.566406250000000,9523.689835584640605
897,6037192420,16,5,4,3,4,474981.863281250000000,2926.168525165719984
898,6037192410,14,4,4,2,4,999135.972656250000000,3999.124676804649880
899,6037192510,17,4,4,4,5,501789.667968750000000,2980.515019628299797
900,6037192520,18,4,4,5,5,445820.437500000000000,2866.200380470059827
901,6037192610,18,5,5,4,4,606450.394531250000000,3370.025196450850217
902,6037195400,15,5,5,2,3,1505674.816406250000000,6248.847009799469561
903,6037192700,18,5,5,4,4,776715.902343750000000,3542.685627961349837
904,6037194300,7,3,2,1,1,3617596.878906250000000,12768.804375210700528
905,6037192620,20,5,5,5,5,355844.781250000000000,2675.499666818010155
906,6037195600,14,4,5,3,2,764518.789062500000000,4108.775353951509715
907,6037195100,10,4,4,1,1,2771466.101562500000000,7982.068978462390078
908,6037570001,9,2,2,1,4,2229026.003906250000000,6395.956773191819593
909,6037570902,6,1,1,2,2,1536213.375000000000000,5208.059905691819949
910,6037570702,10,3,1,2,4,983355.914062500000000,4056.154540849240220
911,6037570701,11,2,2,2,5,2574781.453125000000000,7720.262568898019708
912,6037571101,6,1,2,1,2,1921084.183593750000000,5837.655693384779624
913,6037571300,6,2,1,1,2,3030139.085937500000000,6990.325815454229996
914,6037570003,8,1,4,2,1,1664007.828125000000000,5225.485788833359948
915,6037571102,5,1,1,1,2,1828832.527343750000000,5739.400736236770172
916,6037555211,13,3,2,4,4,1157974.820312500000000,4338.907088309630126
917,6037570202,15,3,5,3,4,2426978.089843750000000,6972.319806172559765
918,6037503802,7,1,2,2,2,1921002.167968750000000,5745.973109818340163
919,6037503801,7,2,2,1,2,1889843.066406250000000,6763.211628849179760
920,6037503902,9,3,2,2,2,7692190.953125000000000,12945.947741628899166
921,6037504002,10,2,3,2,3,2247458.863281250000000,6561.912538287870120
922,6037503901,11,3,2,2,4,1325941.363281250000000,5950.912389324370452
923,6037480102,12,2,4,2,4,1805640.578125000000000,5464.774457183069899
924,6037504101,14,4,3,3,4,1774034.589843750000000,5828.387610381850209
925,6037980004,0,1,3,0,5,66890799.539062500000000,34513.121545784699265
926,6037980003,0,0,1,0,5,287070344.042968988418579,101365.729871749004815
927,6037980002,0,0,2,0,5,10123433.925781300291419,13894.922740625099323
928,6037980001,0,0,3,0,5,3393107.101562500000000,8386.828614263480631
929,6037930301,5,1,1,2,1,1517412111.898439884185791,230404.164041504001943
930,6037920338,4,1,1,1,1,5470776.417968750000000,12538.056205456099633
931,6037920119,4,1,1,1,1,7460108.933593750000000,12612.686591459900228
932,6037920116,4,1,1,1,1,10948731.890625000000000,16269.385112891099197
933,6037920045,4,1,1,1,1,2757173.218750000000000,7360.748864924639747
934,6037910713,9,1,1,4,3,2953620.835937500000000,7460.063550781729646
935,6037910712,11,3,1,3,4,3066361.566406250000000,7131.952127827459663
936,6037188201,10,4,3,1,2,1130668.656250000000000,6267.111841070080118
937,6037187101,15,5,5,2,3,1155526.445312500000000,4756.816566465339747
938,6037186404,16,4,5,3,4,588541.496093750000000,3268.909353722499873
939,6037186403,17,4,5,3,5,793843.726562500000000,4417.916831710559563
940,6037186302,12,3,4,3,2,2461905.730468750000000,6577.224124671630307
941,6037186203,12,3,4,2,3,1232681.671875000000000,5797.439157945400439
942,6037186202,14,4,3,3,4,600577.585937500000000,4053.037325969190078
943,6037271802,11,3,4,2,2,840145.597656250000000,3714.652354256840226
944,6037272100,8,1,4,2,1,1749189.078125000000000,5451.132164561099671
945,6037272302,11,3,4,2,2,740303.304687500000000,3885.328513095099879
946,6037272301,8,1,4,2,1,878181.636718750000000,4683.142197475839566
947,6037139802,5,1,1,1,2,8880851.359375000000000,17181.527977353300230
948,6037185320,19,5,5,4,5,869787.835937500000000,5230.142497937569715
949,6037139801,5,1,1,1,2,5372142.324218750000000,10194.099045619799654
950,6037135102,5,1,2,1,1,2460903.074218750000000,7029.416848689479593
951,6037139702,4,1,1,1,1,13750095.773437500000000,23957.238674746298784
952,6037700300,11,3,5,1,2,888583.121093750000000,5206.287217051760308
953,6037113213,11,5,1,2,3,1901524.367187500000000,6213.489659140010190
954,6037530301,20,5,5,5,5,852083.902343750000000,4094.678255639470080
955,6037530302,17,3,5,4,5,1240880.851562500000000,4925.046062978000009
956,6037532002,19,5,5,4,5,1218436.132812500000000,5515.279149586080166
957,6037532101,19,5,5,5,4,2093299.640625000000000,5776.043175903189876
958,6037138000,5,2,1,1,1,6550160.980468750000000,11492.389746388500498
959,6037481714,15,1,4,5,5,668820.648437500000000,3808.487593808200018
960,6037481800,15,5,4,2,4,1200296.378906250000000,4775.361991546969875
961,6037433200,17,4,4,4,5,2611624.285156250000000,8135.769122843279547
962,6037433302,19,5,4,5,5,1264203.707031250000000,6253.012775651650372
963,6037433501,20,5,5,5,5,1733094.890625000000000,5342.197466246019758
964,6037433402,18,5,4,5,4,833871.292968750000000,3750.752288900419899
965,6037433700,17,4,5,4,4,4676429.417968750000000,9596.112613406539822
966,6037433801,18,5,4,5,4,2294326.843750000000000,6141.915170438899622
967,6037433601,15,4,4,4,3,1640554.625000000000000,5383.679784779829788
968,6037134710,14,4,2,4,4,836213.281250000000000,3670.430459043960127
969,6037134520,17,5,2,5,5,1417381.957031250000000,4854.532898614919759
970,6037134720,13,4,2,3,4,1450281.007812500000000,4906.233235390849586
971,6037134800,8,2,3,2,1,2733441.933593750000000,6846.388687627249965
972,6037134901,11,2,3,2,4,1548283.773437500000000,5593.647992291010269
973,6037135111,9,2,3,2,2,1532751.449218750000000,4995.248810804910136
974,6037135201,5,1,1,1,2,2243743.820312500000000,6860.415443461500217
975,6037408628,11,1,4,3,3,3591652.351562500000000,9554.822422267730872
976,6037408705,9,1,3,3,2,2798257.230468750000000,7012.650634595140218
977,6037408703,7,1,3,2,1,24878795.226562500000000,25822.572803866798495
978,6037406602,10,2,2,3,3,2319674.929687500000000,6817.890234118310218
979,6037408800,18,5,4,5,4,2617934.972656250000000,7414.557177195640179
980,6037232600,18,5,4,5,4,1157630.335937500000000,4510.987430067930291
981,6037232500,17,5,3,5,4,1121579.574218750000000,4394.194707036170257
982,6037232800,19,5,5,5,4,624110.898437500000000,3209.187669706239831
983,6037232700,18,5,5,4,4,1063962.000000000000000,4232.778262630419704
984,6037234300,16,4,5,3,4,1262782.222656250000000,4479.166494248590425
985,6037234700,12,3,3,3,3,1083480.984375000000000,5452.620217939500435
986,6037234800,12,4,3,3,2,953727.726562500000000,3906.516894200240131
987,6037235100,7,1,3,2,1,1721643.210937500000000,6677.279810232459567
988,6037234600,10,2,3,3,2,1895967.781250000000000,6560.310002678719684
989,6037234000,13,2,4,3,4,1818300.238281250000000,6470.624992552799995
990,6037235202,16,5,3,4,4,1240125.476562500000000,4862.922770845800187
991,6037235201,14,5,3,3,3,948146.550781250000000,3916.776944247840220
992,6037703100,9,3,3,2,1,3885186.636718750000000,9840.743521961010629
993,6037700600,7,1,4,1,1,8313715.000000000000000,17293.655569616101275
994,6037703200,10,3,4,2,1,3069145.449218750000000,8384.077684513649729
995,6037701502,11,4,4,1,2,897410.171875000000000,4548.734790055539634
996,6037620002,11,5,3,1,2,1725233.562500000000000,5815.437721100350245
997,6037533701,18,5,4,5,4,584788.148437500000000,3048.217830933000187
998,6037191000,18,5,5,3,5,946601.351562500000000,4116.246652528599952
999,6037533107,18,4,5,5,4,503615.066406250000000,3736.756593976419936
1000,6037534302,16,4,5,5,2,562448.679687500000000,3591.261688645300183
1001,6037532500,18,5,5,4,4,1485469.078125000000000,7079.049482147610433
1002,6037534404,17,3,5,5,4,597978.292968750000000,3540.264999544409875
1003,6037481201,14,2,4,4,4,1466295.011718750000000,5822.955610789539605
1004,6037533401,15,4,5,4,2,689314.773437500000000,4129.527012668469979
1005,6037123206,18,5,3,5,5,883422.828125000000000,3789.111676856519807
1006,6037534201,19,5,5,5,4,748463.644531250000000,3774.902839096840125
1007,6037534900,17,3,5,5,4,1531427.894531250000000,5498.712703170949680
1008,6037430801,10,3,2,2,3,2501781.781250000000000,6560.029652330120371
1009,6037430724,13,2,2,4,5,851161.601562500000000,4961.398742858609694
1010,6037403304,9,2,3,2,2,5319137.800781250000000,10372.229887732699353
1011,6037403321,11,2,5,2,2,9776542.726562500000000,15574.664084826099497
1012,6037403318,9,1,5,2,1,4917478.699218750000000,11171.867925235299481
1013,6037403317,8,1,4,2,1,5605445.437500000000000,12734.475482581299730
1014,6037403320,6,1,3,1,1,5711880.699218750000000,10720.758840517399221
1015,6037195500,12,3,4,1,4,1775796.070312500000000,7332.406700373109743
1016,6037195720,17,5,5,3,4,423559.101562500000000,3075.189559290410216
1017,6037195710,16,5,5,3,3,706116.839843750000000,3595.569922759670135
1018,6037197410,11,2,5,2,2,2040538.949218750000000,6819.857597019040441
1019,6037195802,18,5,5,4,4,584242.066406250000000,3657.621361370870090
1020,6037197300,12,3,4,2,3,960808.234375000000000,5585.697895784739558
1021,6037197200,17,4,5,4,4,1137092.117187500000000,5466.552271811719947
1022,6037542502,17,3,4,5,5,1457876.136718750000000,5217.687456835529701
1023,6037543703,12,4,4,2,2,1505367.859375000000000,4987.680578532070285
1024,6037571000,7,1,2,1,3,2541710.617187500000000,6527.990392355360200
1025,6037570204,18,5,4,4,5,793256.210937500000000,3621.279427934120122
1026,6037570303,13,1,4,4,4,895484.890625000000000,4244.980051235889732
1027,6037555104,13,3,2,3,5,1277612.320312500000000,4627.864615407070232
1028,6037570502,15,4,3,4,4,2901693.609375000000000,7330.356125617219732
1029,6037570402,10,3,2,2,3,2224656.957031250000000,7742.687576030550190
1030,6037570501,9,1,3,3,2,2154901.968750000000000,6185.671904683050343
1031,6037570603,16,5,2,4,5,1067205.890625000000000,4592.535373173679545
1032,6037570301,12,1,4,4,3,1742877.171875000000000,6947.899170629189939
1033,6037570602,14,3,4,3,4,1515140.832031250000000,5318.401904457019555
1034,6037570304,13,2,3,5,3,825524.738281250000000,5060.237582205440049
1035,6037504102,0,0,2,0,5,9416482.242187500000000,22514.476821080501395
1036,6037480002,11,3,2,2,4,1974172.324218750000000,7187.987342892400193
1037,6037620102,9,5,2,1,1,1271634.390625000000000,5883.664798538919968
1038,6037293301,11,5,3,2,1,1215626.378906250000000,5219.106487623959765
1039,6037300100,5,1,1,1,2,6750064.703125000000000,11309.932024845800697
1040,6037300501,8,4,1,1,2,1972741.355468750000000,7442.510365663440098
1041,6037101400,8,3,1,2,2,9251469.308593750000000,15715.091388160199131
1042,6037910210,7,1,1,2,3,4699745.664062500000000,9344.923427064539283
1043,6037480303,13,3,2,4,4,661060.199218750000000,3300.417181519600035
1044,6037463602,14,3,3,3,5,1354865.132812500000000,4705.407296209269589
1045,6037463601,10,1,2,2,5,1361219.527343750000000,4715.655269952960225
1046,6037462302,13,5,2,2,4,1022435.839843750000000,4146.260784819560286
1047,6037462301,12,4,1,3,4,933128.195312500000000,3952.183544752159833
1048,6037462202,13,4,3,2,4,832882.800781250000000,3669.251169647880033
1049,6037462201,14,3,2,4,5,783562.050781250000000,3570.902741401219828
1050,6037462002,10,1,1,4,4,750169.601562500000000,3982.601155933470181
1051,6037462001,8,1,1,4,2,750440.847656250000000,3988.447154046719788
1052,6037461902,14,4,3,2,5,1218965.425781250000000,4558.849153671480053
1053,6037461901,12,3,2,3,4,1277842.617187500000000,4943.177061099049752
1054,6037461502,10,1,1,5,3,1716255.855468750000000,5401.122522528129593
1055,6037186201,15,3,3,4,5,757826.343750000000000,4437.591759355569593
1056,6037183702,14,3,4,3,4,1306097.996093750000000,6307.944048920329806
1057,6037183701,17,4,5,4,4,804682.601562500000000,4603.856551765959921
1058,6037183402,14,3,3,3,5,755463.804687500000000,4125.090589179760173
1059,6037183401,12,3,3,2,4,707464.480468750000000,3855.095207611429942
1060,6037183222,12,3,2,3,4,1358442.417968750000000,6201.041283227259555
1061,6037183221,9,2,2,3,2,1034895.980468750000000,4723.864627296409708
1062,6037143603,11,3,5,1,2,769381.304687500000000,4962.649718096249671
1063,6037701701,8,1,4,1,2,961380.835937500000000,4818.828216689190413
1064,6037701100,12,4,3,4,1,3699333.125000000000000,10383.797811896800340
1065,6037701302,5,1,2,1,1,664469.402343750000000,3654.979941876989869
1066,6037701601,7,2,2,2,1,1797047.335937500000000,6008.048891092749727
1067,6037701801,14,5,5,2,2,2782856.238281250000000,7093.104000181589981
1068,6037701602,9,2,4,2,1,965326.976562500000000,4828.213076928590453
1069,6037701501,8,2,3,1,2,898533.714843750000000,4552.407463811329762
1070,6037701702,13,5,4,2,2,878313.796875000000000,4526.488048921280097
1071,6037482001,13,4,5,2,2,4307021.269531250000000,9392.974702463750873
1072,6037482002,14,2,5,3,4,3642263.628906250000000,8341.674280336850643
1073,6037482101,15,3,4,4,4,1685227.019531250000000,6183.064822483050193
1074,6037482201,14,1,4,4,5,1133609.414062500000000,4421.244226981159954
1075,6037482202,14,2,4,4,4,945363.375000000000000,3889.239496075329953
1076,6037482102,10,1,4,3,2,1600511.023437500000000,5556.093664458419880
1077,6037433802,16,4,5,3,4,9567549.972656250000000,16219.143006697899182
1078,6037433902,17,4,5,4,4,1065291.308593750000000,4460.266569857380091
1079,6037128910,12,2,4,2,4,1954185.058593750000000,6404.540661553889549
1080,6037500500,18,4,5,4,5,1102743.003906250000000,5251.448517698900105
1081,6037500402,18,5,5,4,4,1952495.316406250000000,5654.553596945430400
1082,6037128702,9,3,3,1,2,2430542.824218750000000,6272.992845988559566
1083,6037500600,17,5,5,4,3,1719038.890625000000000,5415.195749293920016
1084,6037541606,17,5,3,5,4,491191.308593750000000,2978.450702466970142
1085,6037128302,15,5,2,4,4,1009116.335937500000000,4585.627698243460145
1086,6037602106,14,4,4,4,2,1191798.031250000000000,4879.979722737960401
1087,6037602002,16,5,5,5,1,782083.585937500000000,3957.196614368070186
1088,6037128303,17,5,2,5,5,606369.878906250000000,3602.171456319069875
1089,6037603001,15,4,5,4,2,1646890.558593750000000,5966.745113138749730
1090,6037602404,12,4,3,3,2,940117.656250000000000,4152.001225576430443
1091,6037128220,14,5,2,3,4,814308.828125000000000,3703.215711390379965
1092,6037602403,13,3,4,4,2,855120.769531250000000,3699.682046797579915
1093,6037600703,9,1,5,2,1,760433.699218750000000,4010.509098738290049
1094,6037602402,14,5,4,3,2,1918595.187500000000000,6435.783368328319739
1095,6037600602,17,3,5,5,4,1006460.324218750000000,3995.162216868479845
1096,6037601303,17,5,4,4,4,641031.707031250000000,3270.923557533819803
1097,6037236000,7,2,3,1,1,5869113.152343750000000,11627.852580986300381
1098,6037236100,15,2,4,5,4,1653002.609375000000000,5487.109967339079958
1099,6037237300,16,4,4,4,4,1452501.601562500000000,4950.669911742529621
1100,6037237500,16,3,4,5,4,489526.500000000000000,3034.318650422229894
1101,6037237600,19,4,5,5,5,734305.625000000000000,3485.872400128020217
1102,6037237720,14,2,5,5,2,474627.367187500000000,3206.324765652810129
1103,6037237800,12,3,4,3,2,1415331.078125000000000,4832.336206771899924
1104,6037237710,17,3,5,5,4,628847.539062500000000,3454.890253942250183
1105,6037237900,12,3,4,3,2,1429873.937500000000000,4879.023692057649896
1106,6037239330,19,5,5,5,4,1427189.855468750000000,4943.175314306809923
1107,6037239310,19,5,5,5,4,779245.496093750000000,3563.504899973329884
1108,6037239320,19,5,5,5,4,506013.820312500000000,3050.662336395640068
1109,6037238310,15,2,5,5,3,582294.632812500000000,3418.108309320599801
1110,6037238100,10,1,4,3,2,1432764.929687500000000,4880.558628348429920
1111,6037534002,16,4,4,4,4,1312882.179687500000000,6185.960361951890263
1112,6037533203,17,4,5,4,4,563341.261718750000000,3355.034205307770208
1113,6037534301,18,4,5,5,4,1255941.398437500000000,5265.547470672639975
1114,6037532001,20,5,5,5,5,1969731.578125000000000,6334.374986981510119
1115,6037532303,18,5,5,3,5,11030600.695312500000000,16907.109447550599725
1116,6037534403,15,3,5,5,2,456733.585937500000000,3099.891942736750025
1117,6037534700,12,3,4,3,2,809024.054687500000000,3642.142295200650096
1118,6037430701,9,2,2,1,4,4376285.308593750000000,10052.151072578999447
1119,6037431700,7,1,1,2,3,4632786.113281250000000,8787.996946860310345
1120,6037430802,7,1,1,2,3,2722234.671875000000000,7232.248601377269551
1121,6037431400,9,2,2,2,3,2606937.222656250000000,7996.529464742259734
1122,6037431800,10,2,1,2,5,2162035.382812500000000,5933.369528116089896
1123,6037430400,6,3,1,1,1,5271911.199218750000000,12948.564684854300140
1124,6037430600,7,3,1,1,2,5439354.453125000000000,13058.810417557200708
1125,6037401602,8,1,3,2,2,2963228.628906250000000,7040.287821382719812
1126,6037400204,5,1,2,1,1,10995053.046875000000000,14178.984307966500637
1127,6037404000,10,3,2,3,2,1931612.199218750000000,5909.215446618340138
1128,6037401601,13,1,5,2,5,3781975.023437500000000,10727.162963293400026
1129,6037401701,11,1,5,1,4,2913905.214843750000000,6753.067090971870130
1130,6037542402,12,3,3,4,2,2276752.429687500000000,6949.880784282629975
1131,6037543100,13,3,5,3,2,4205309.273437500000000,9388.464613032430861
1132,6037553300,14,5,3,2,4,1222067.648437500000000,5221.415699200480049
1133,6037554802,10,2,1,3,4,2237801.437500000000000,7037.440668225859554
1134,6037554900,9,2,2,3,2,2554225.097656250000000,9467.624040566310214
1135,6037106604,13,5,1,4,3,3807579.339843750000000,9713.456168161439564
1136,6037553400,13,4,3,3,3,1062781.125000000000000,4320.031967889890439
1137,6037554002,13,3,2,4,4,1851336.777343750000000,7545.565361715000108
1138,6037570601,14,3,4,3,4,1134376.113281250000000,4534.767421407919755
1139,6037570901,7,1,2,1,3,2640383.179687500000000,6770.521550342249611
1140,6037570800,6,1,2,1,2,3490970.765625000000000,7529.439700618860115
1141,6037571200,7,1,1,2,3,3805840.566406250000000,7860.781989489450098
1142,6037571400,9,3,1,1,4,3137675.460937500000000,11774.702132370099207
1143,6037573401,10,4,2,2,2,1512646.359375000000000,6837.953762571300103
1144,6037572500,17,4,4,4,5,854250.582031250000000,3907.076482379939989
1145,6037571502,11,3,2,2,4,2001282.042968750000000,5938.823269875600090
1146,6037571600,16,5,2,5,4,421511.964843750000000,3554.586885489889937
1147,6037208720,19,4,5,5,5,234850.558593750000000,2528.204185120140210
1148,6037209402,20,5,5,5,5,199037.082031250000000,1786.614926385030003
1149,6037297300,6,1,1,2,2,2086060.441406250000000,7405.748549199899571
1150,6037530500,18,4,5,4,5,1314421.378906250000000,4689.782592927679616
1151,6037297120,13,4,2,4,3,642488.644531250000000,3755.878193884700067
1152,6037702901,5,1,2,1,1,5480283.371093750000000,9552.100145724640242
1153,6037701000,9,3,3,2,1,2075838.757812500000000,6952.401022676220236
1154,6037194500,12,3,4,1,4,1007005.207031250000000,5503.552379339539584
1155,6037701201,4,1,1,1,1,2826977.546875000000000,6791.282105875029629
1156,6037195300,14,5,4,2,3,849155.972656250000000,4076.674021956750039
1157,6037620101,9,4,3,1,1,1972958.476562500000000,5933.988450265110259
1158,6037620201,12,5,4,1,2,348163.964843750000000,2685.374237879429984
1159,6037275603,11,3,4,2,2,1503637.300781250000000,6153.770613916310140
1160,6037275500,8,1,3,3,1,1151178.960937500000000,4329.126324605539594
1161,6037275102,10,2,4,3,1,899323.406250000000000,4467.590545170730365
1162,6037274202,7,1,1,1,4,1602246.257812500000000,6442.176663306549926
1163,6037273902,6,1,2,1,2,1320605.925781250000000,5049.397978996399615
1164,6037273502,7,2,2,1,2,805822.250000000000000,3804.468834428969785
1165,6037273402,10,3,2,1,4,790958.792968750000000,4027.336664753579953
1166,6037272202,11,2,4,2,3,453279.753906250000000,3233.002076143419799
